AFUB_007790	CADAFUBG00000782
AFUB_083890	CADAFUBG00008318
AFUB_000660	CADAFUBG00000066
AFUB_005080	CADAFUBG00000510
AFUB_052100	CADAFUBG00005190
AFUB_099070	CADAFUBG00009803
AFUB_098890	CADAFUBG00009785
AFUB_095830	CADAFUBG00009485
AFUB_016570	CADAFUBG00001662
AFUB_032360	CADAFUBG00003231
AFUB_035880	CADAFUBG00003575
AFUB_057790	CADAFUBG00005758
AFUB_031720	CADAFUBG00003167
AFUB_088560	CADAFUBG00008770
AFUB_051240	CADAFUBG00005104
AFUB_038930	CADAFUBG00003880
AFUB_039230	CADAFUBG00003910
AFUB_072270	CADAFUBG00007167
AFUB_048270	CADAFUBG00004817
AFUB_096590	CADAFUBG00007836	CADAFUBG00009561
AFUB_006870	CADAFUBG00000690
AFUB_014830	CADAFUBG00001488
AFUB_060300	CADAFUBG00006010
AFUB_032990	CADAFUBG00003294
AFUB_053010	CADAFUBG00005281
AFUB_057110	CADAFUBG00005690
AFUB_007500	CADAFUBG00000753
AFUB_026870	CADAFUBG00002681
AFUB_079010	CADAFUBG00004429	CADAFUBG00004447	CADAFUBG00007839	CADAFUBG00009562
AFUB_031880	CADAFUBG00003183
AFUB_066920	CADAFUBG00006639
AFUB_012130	CADAFUBG00001218
AFUB_006580	CADAFUBG00000661
AFUB_078490	CADAFUBG00007787
AFUB_045040	CADAFUBG00004494
AFUB_042210	CADAFUBG00004210
AFUB_006800	CADAFUBG00000683
AFUB_020970	CADAFUBG00002091
AFUB_048020	CADAFUBG00004792
AFUB_059190	CADAFUBG00005899
AFUB_069370	CADAFUBG00006885
AFUB_009240	CADAFUBG00000929
AFUB_090600	CADAFUBG00008974
AFUB_050290	CADAFUBG00005009
AFUB_034570	CADAFUBG00003443
AFUB_022250	CADAFUBG00002219
AFUB_001430	CADAFUBG00000143
AFUB_075200	CADAFUBG00007460
AFUB_098340	CADAFUBG00009730
AFUB_009780	CADAFUBG00000983
AFUB_085420	CADAFUBG00008472
AFUB_086690	CADAFUBG00008581
AFUB_015310	CADAFUBG00001536
AFUB_029740	CADAFUBG00002969
AFUB_029540	CADAFUBG00002949
AFUB_070250	CADAFUBG00006973
AFUB_028410	CADAFUBG00002835
AFUB_010760	CADAFUBG00001081
AFUB_095810	CADAFUBG00009483
AFUB_077290	CADAFUBG00007669
AFUB_052250	CADAFUBG00005205
AFUB_078970	CADAFUBG00007835
AFUB_011900	CADAFUBG00001195
AFUB_009490	CADAFUBG00000954
AFUB_036120	CADAFUBG00003599
AFUB_063930	CADAFUBG00006342
AFUB_093360	CADAFUBG00009239
AFUB_079050	CADAFUBG00007843
AFUB_029270	CADAFUBG00002922
AFUB_087300	CADAFUBG00008642
AFUB_082790	CADAFUBG00008208
AFUB_070370	CADAFUBG00006985
AFUB_005170	CADAFUBG00000519
AFUB_063600	CADAFUBG00006309
AFUB_012350	CADAFUBG00001240
AFUB_073930	CADAFUBG00007333
AFUB_022420	CADAFUBG00002236
AFUB_100420	CADAFUBG00009938
AFUB_033580	CADAFUBG00003353
AFUB_096120	CADAFUBG00009514
AFUB_046630	CADAFUBG00004653
AFUB_046150	CADAFUBG00004606
AFUB_054540	CADAFUBG00005434
AFUB_096380	CADAFUBG00009540
AFUB_030210	CADAFUBG00003016
AFUB_076010	CADAFUBG00007541
AFUB_016370	CADAFUBG00001642
AFUB_030610	CADAFUBG00003056
AFUB_073030	CADAFUBG00007243
AFUB_065800	CADAFUBG00006530
AFUB_069380	CADAFUBG00006886
AFUB_052520	CADAFUBG00005232
AFUB_073580	CADAFUBG00007298
AFUB_044710	CADAFUBG00004461
AFUB_021690	CADAFUBG00002163
AFUB_065070	CADAFUBG00006457
AFUB_092100	CADAFUBG00009123
AFUB_085520	CADAFUBG00008483
AFUB_015550	CADAFUBG00001560
AFUB_026560	CADAFUBG00002650
AFUB_074120	CADAFUBG00007352
AFUB_032390	CADAFUBG00003234
AFUB_078330	CADAFUBG00007771
AFUB_059720	CADAFUBG00005952
AFUB_023710	CADAFUBG00002365
AFUB_088420	CADAFUBG00008756
AFUB_025350	CADAFUBG00002529
AFUB_052000	CADAFUBG00005180
AFUB_098790	CADAFUBG00009775
AFUB_041450	CADAFUBG00004133
AFUB_084340	CADAFUBG00008363
AFUB_082010	CADAFUBG00008129
AFUB_074040	CADAFUBG00007344
AFUB_048880	CADAFUBG00004868
AFUB_036220	CADAFUBG00003609
AFUB_024480	CADAFUBG00002442
AFUB_060180	CADAFUBG00005998
AFUB_056730	CADAFUBG00005652
AFUB_007720	CADAFUBG00000775
AFUB_058320	CADAFUBG00005811
AFUB_004640	CADAFUBG00000466
AFUB_000960	CADAFUBG00000096
AFUB_077510	CADAFUBG00007691
AFUB_056940	CADAFUBG00005673
AFUB_041320	CADAFUBG00004120
AFUB_087950	CADAFUBG00008709
AFUB_014080	CADAFUBG00001413
AFUB_009600	CADAFUBG00000965
AFUB_064280	CADAFUBG00006377
AFUB_075130	CADAFUBG00007453
AFUB_086070	CADAFUBG00008539
AFUB_057170	CADAFUBG00005696
AFUB_097920	CADAFUBG00009697
AFUB_080400	CADAFUBG00007968
AFUB_042440	CADAFUBG00004233
AFUB_035250	CADAFUBG00003512
AFUB_096870	CADAFUBG00009589
AFUB_050950	CADAFUBG00005075
AFUB_031580	CADAFUBG00003153
AFUB_099090	CADAFUBG00009805
AFUB_032010	CADAFUBG00003196
AFUB_061280	CADAFUBG00006108
AFUB_092940	CADAFUBG00009197
AFUB_009200	CADAFUBG00000925
AFUB_084230	CADAFUBG00008352
AFUB_081710	CADAFUBG00008099
AFUB_057310	CADAFUBG00005710
AFUB_034680	CADAFUBG00003454
AFUB_082760	CADAFUBG00008205
AFUB_010550	CADAFUBG00001060
AFUB_027970	CADAFUBG00002791
AFUB_045350	CADAFUBG00004525
AFUB_031100	CADAFUBG00003105
AFUB_052020	CADAFUBG00005182
AFUB_006890	CADAFUBG00000692
AFUB_034330	CADAFUBG00003419
AFUB_102080	CADAFUBG00010095
AFUB_096370	CADAFUBG00009539
AFUB_067190	CADAFUBG00006666
AFUB_031650	CADAFUBG00003160
AFUB_089580	CADAFUBG00008872
AFUB_015380	CADAFUBG00001543
AFUB_058860	CADAFUBG00005865
AFUB_051070	CADAFUBG00005087
AFUB_033130	CADAFUBG00003308
AFUB_004720	CADAFUBG00000474
AFUB_015600	CADAFUBG00001565
AFUB_041870	CADAFUBG00004176
AFUB_002730	CADAFUBG00000273
AFUB_034110	CADAFUBG00003397
AFUB_053450	CADAFUBG00005325
AFUB_018790	CADAFUBG00001873
AFUB_035550	CADAFUBG00003542
AFUB_077070	CADAFUBG00007647
AFUB_065930	CADAFUBG00006543
AFUB_000230	CADAFUBG00000023
AFUB_014060	CADAFUBG00001411
AFUB_013830	CADAFUBG00001388
AFUB_085980	CADAFUBG00008530
AFUB_029500	CADAFUBG00002945
AFUB_081840	CADAFUBG00008112
AFUB_057320	CADAFUBG00005711
AFUB_091850	CADAFUBG00009098
AFUB_016740	CADAFUBG00001679
AFUB_009320	CADAFUBG00000937
AFUB_024890	CADAFUBG00002483
AFUB_025140	CADAFUBG00002508
AFUB_066660	CADAFUBG00006616
AFUB_018020	CADAFUBG00001797
AFUB_029690	CADAFUBG00002964
AFUB_043100	CADAFUBG00004300
AFUB_096930	CADAFUBG00009595
AFUB_078160	CADAFUBG00007754
AFUB_055230	CADAFUBG00005503
AFUB_054920	CADAFUBG00005472
AFUB_086680	CADAFUBG00008580
AFUB_041380	CADAFUBG00004126
AFUB_090000	CADAFUBG00008914
AFUB_092010	CADAFUBG00009114
AFUB_090220	CADAFUBG00008936
AFUB_088170	CADAFUBG00008731
AFUB_031780	CADAFUBG00003173
AFUB_045200	CADAFUBG00004510
AFUB_102090	CADAFUBG00010096
AFUB_046030	CADAFUBG00004594
AFUB_036870	CADAFUBG00003674
AFUB_063020	CADAFUBG00006250
AFUB_046160	CADAFUBG00004607
AFUB_004020	CADAFUBG00000403
AFUB_083290	CADAFUBG00008258
AFUB_043120	CADAFUBG00004302
AFUB_077110	CADAFUBG00007651
AFUB_040590	CADAFUBG00004046
AFUB_066340	CADAFUBG00006584
AFUB_031180	CADAFUBG00003113
AFUB_053810	CADAFUBG00005361
AFUB_007520	CADAFUBG00000755
AFUB_016540	CADAFUBG00001659
AFUB_042170	CADAFUBG00004206
AFUB_038080	CADAFUBG00003795
AFUB_088840	CADAFUBG00008798
AFUB_061220	CADAFUBG00006102
AFUB_024990	CADAFUBG00002493
AFUB_024190	CADAFUBG00002413
AFUB_009610	CADAFUBG00000966
AFUB_035570	CADAFUBG00003544
AFUB_085800	CADAFUBG00008511
AFUB_025700	CADAFUBG00002564
AFUB_026929	CADAFUBG00002686
AFUB_088610	CADAFUBG00008775
AFUB_065160	CADAFUBG00006466
AFUB_000450	CADAFUBG00000045
AFUB_022490	CADAFUBG00002243
AFUB_010410	CADAFUBG00001046
AFUB_091720	CADAFUBG00009085
AFUB_033570	CADAFUBG00003352
AFUB_058760	CADAFUBG00005855
AFUB_092330	CADAFUBG00009146
AFUB_052830	CADAFUBG00005263
AFUB_037100	CADAFUBG00003697
AFUB_029220	CADAFUBG00002917
AFUB_001510	CADAFUBG00000151
AFUB_078290	CADAFUBG00007767
AFUB_094880	CADAFUBG00009390
AFUB_078810	CADAFUBG00007819
AFUB_056780	CADAFUBG00005657
AFUB_049980	CADAFUBG00004978
AFUB_023850	CADAFUBG00002379
AFUB_077410	CADAFUBG00007681
AFUB_090160	CADAFUBG00008930
AFUB_009400	CADAFUBG00000945
AFUB_027390	CADAFUBG00002732
AFUB_048980	CADAFUBG00004878
AFUB_071550	CADAFUBG00007103
AFUB_031420	CADAFUBG00003137
AFUB_047920	CADAFUBG00004782
AFUB_013900	CADAFUBG00001395
AFUB_046740	CADAFUBG00004664
AFUB_084080	CADAFUBG00008337
AFUB_094680	CADAFUBG00009371
AFUB_087520	CADAFUBG00008665
AFUB_033460	CADAFUBG00003341
AFUB_085890	CADAFUBG00008520
AFUB_059270	CADAFUBG00005907
AFUB_083500	CADAFUBG00008279	CADAFUBG00009702
AFUB_094140	CADAFUBG00009317
AFUB_057520	CADAFUBG00005731
AFUB_030270	CADAFUBG00003022
AFUB_010090	CADAFUBG00001014
AFUB_065630	CADAFUBG00006513
AFUB_083220	CADAFUBG00008251
AFUB_068900	CADAFUBG00006838
AFUB_059770	CADAFUBG00005957
AFUB_042860	CADAFUBG00004276
AFUB_042110	CADAFUBG00004200
AFUB_097600	CADAFUBG00007947	CADAFUBG00009665
AFUB_067580	CADAFUBG00006705
AFUB_019310	CADAFUBG00001925
AFUB_078650	CADAFUBG00007803
AFUB_083560	CADAFUBG00008285
AFUB_088340	CADAFUBG00008748
AFUB_034050	CADAFUBG00003391
AFUB_099500	CADAFUBG00009846
AFUB_008100	CADAFUBG00000814
AFUB_077420	CADAFUBG00007682
AFUB_063380	CADAFUBG00006286
AFUB_061100	CADAFUBG00006090
AFUB_004460	CADAFUBG00000447
AFUB_009199	CADAFUBG00000924
AFUB_084150	CADAFUBG00008344
AFUB_063549	CADAFUBG00006303
AFUB_063180	CADAFUBG00006266
AFUB_033710	CADAFUBG00003366
AFUB_001100	CADAFUBG00000110
AFUB_032670	CADAFUBG00003262
AFUB_028940	CADAFUBG00002889
AFUB_021710	CADAFUBG00002165
AFUB_054450	CADAFUBG00005425
AFUB_094280	CADAFUBG00009331
AFUB_076350	CADAFUBG00007575
AFUB_055910	CADAFUBG00005570
AFUB_048860	CADAFUBG00004866
AFUB_029290	CADAFUBG00002924
AFUB_049320	CADAFUBG00004912
AFUB_043960	CADAFUBG00004386
AFUB_012900	CADAFUBG00001295
AFUB_010060	CADAFUBG00001011
AFUB_096530	CADAFUBG00009555
AFUB_076570	CADAFUBG00007597
AFUB_029960	CADAFUBG00002991
AFUB_070390	CADAFUBG00006987
AFUB_091010	CADAFUBG00009014
AFUB_083110	CADAFUBG00008240
AFUB_023090	CADAFUBG00002303
AFUB_030940	CADAFUBG00003089
AFUB_011460	CADAFUBG00001151
AFUB_075740	CADAFUBG00007514
AFUB_006980	CADAFUBG00000701
AFUB_003980	CADAFUBG00000399
AFUB_043610	CADAFUBG00004351
AFUB_096390	CADAFUBG00009541
AFUB_094520	CADAFUBG00009355
AFUB_081930	CADAFUBG00008121
AFUB_055840	CADAFUBG00005563
AFUB_089240	CADAFUBG00008838
AFUB_067120	CADAFUBG00006659
AFUB_058590	CADAFUBG00005838
AFUB_068710	CADAFUBG00006819
AFUB_032230	CADAFUBG00003218
AFUB_078880	CADAFUBG00007826
AFUB_040670	CADAFUBG00004054
AFUB_045630	CADAFUBG00004554
AFUB_047230	CADAFUBG00004713
AFUB_004570	CADAFUBG00000459
AFUB_095900	CADAFUBG00009492
AFUB_024760	CADAFUBG00002470
AFUB_039320	CADAFUBG00003919
AFUB_065090	CADAFUBG00006459
AFUB_017030	CADAFUBG00001707
AFUB_099270	CADAFUBG00009823
AFUB_086980	CADAFUBG00008610	CADAFUBG00008611
AFUB_076270	CADAFUBG00007567
AFUB_100730	CADAFUBG00009958
AFUB_082810	CADAFUBG00008210
AFUB_074760	CADAFUBG00007416
AFUB_021020	CADAFUBG00002096
AFUB_073240	CADAFUBG00007264
AFUB_088520	CADAFUBG00008766
AFUB_081790	CADAFUBG00008107
AFUB_025090	CADAFUBG00002503
AFUB_001220	CADAFUBG00000122
AFUB_035410	CADAFUBG00003528
AFUB_038380	CADAFUBG00003825
AFUB_065880	CADAFUBG00006538
AFUB_021620	CADAFUBG00002156
AFUB_034690	CADAFUBG00003455
AFUB_025560	CADAFUBG00002550
AFUB_090880	CADAFUBG00009002
AFUB_025430	CADAFUBG00002537
AFUB_051980	CADAFUBG00005178
AFUB_047990	CADAFUBG00004789
AFUB_018690	CADAFUBG00001863
AFUB_002930	CADAFUBG00000293
AFUB_068300	CADAFUBG00006778
AFUB_056590	CADAFUBG00005638
AFUB_004110	CADAFUBG00000412
AFUB_054690	CADAFUBG00005449
AFUB_012690	CADAFUBG00001274
AFUB_017270	CADAFUBG00001722
AFUB_086990	CADAFUBG00008610	CADAFUBG00008611
AFUB_015560	CADAFUBG00001561
AFUB_093900	CADAFUBG00009293
AFUB_029070	CADAFUBG00002902
AFUB_074430	CADAFUBG00007383
AFUB_091990	CADAFUBG00009112
AFUB_027400	CADAFUBG00002733
AFUB_101250	CADAFUBG00010010
AFUB_017070	CADAFUBG00001711
AFUB_081010	CADAFUBG00008028
AFUB_099770	CADAFUBG00009873
AFUB_064870	CADAFUBG00006437
AFUB_015460	CADAFUBG00001551
AFUB_044020	CADAFUBG00004392
AFUB_030310	CADAFUBG00003026
AFUB_068670	CADAFUBG00006815
AFUB_064630	CADAFUBG00006412
AFUB_030700	CADAFUBG00003065
AFUB_082100	CADAFUBG00008139
AFUB_071800	CADAFUBG00007129
AFUB_065650	CADAFUBG00006515
AFUB_071750	CADAFUBG00007124
AFUB_034340	CADAFUBG00003420
AFUB_034950	CADAFUBG00003481
AFUB_011750	CADAFUBG00001180
AFUB_058180	CADAFUBG00005797
AFUB_096650	CADAFUBG00009567
AFUB_074440	CADAFUBG00007384
AFUB_015770	CADAFUBG00001582
AFUB_081540	CADAFUBG00008082
AFUB_058870	CADAFUBG00005866
AFUB_025230	CADAFUBG00002517
AFUB_039660	CADAFUBG00003953
AFUB_083780	CADAFUBG00008307
AFUB_058280	CADAFUBG00005807
AFUB_095950	CADAFUBG00009497
AFUB_081660	CADAFUBG00008094
AFUB_026070	CADAFUBG00002601
AFUB_005940	CADAFUBG00000596
AFUB_074620	CADAFUBG00007402
AFUB_017360	CADAFUBG00001731
AFUB_007865	CADAFUBG00000790
AFUB_081720	CADAFUBG00008100
AFUB_076920	CADAFUBG00007632
AFUB_029130	CADAFUBG00002908
AFUB_027220	CADAFUBG00002715
AFUB_023310	CADAFUBG00002325
AFUB_084260	CADAFUBG00008355
AFUB_071690	CADAFUBG00007118
AFUB_046240	CADAFUBG00004615
AFUB_099480	CADAFUBG00009844
AFUB_013000	CADAFUBG00001305
AFUB_031280	CADAFUBG00003123
AFUB_010670	CADAFUBG00001072
AFUB_049330	CADAFUBG00004913
AFUB_087420	CADAFUBG00008654
AFUB_072690	CADAFUBG00007209
AFUB_095670	CADAFUBG00009469
AFUB_004150	CADAFUBG00000416
AFUB_019340	CADAFUBG00001928
AFUB_032950	CADAFUBG00003290
AFUB_026930	CADAFUBG00002687
AFUB_038890	CADAFUBG00003876
AFUB_021960	CADAFUBG00002190
AFUB_038310	CADAFUBG00003818
AFUB_100880	CADAFUBG00009973
AFUB_027560	CADAFUBG00002749
AFUB_087260	CADAFUBG00008638
AFUB_056330	CADAFUBG00005612
AFUB_101090	CADAFUBG00009994
AFUB_076410	CADAFUBG00007581
AFUB_042550	CADAFUBG00004244
AFUB_089320	CADAFUBG00008846
AFUB_072040	CADAFUBG00007153
AFUB_051390	CADAFUBG00005119
AFUB_097420	CADAFUBG00009647
AFUB_100970	CADAFUBG00009982
AFUB_071430	CADAFUBG00007091
AFUB_061540	CADAFUBG00006133
AFUB_045640	CADAFUBG00004555
AFUB_000490	CADAFUBG00000049
AFUB_016220	CADAFUBG00001627
AFUB_059090	CADAFUBG00005889
AFUB_032510	CADAFUBG00003246
AFUB_082570	CADAFUBG00008186
AFUB_035330	CADAFUBG00003520
AFUB_099830	CADAFUBG00009879
AFUB_097080	CADAFUBG00009610
AFUB_099050	CADAFUBG00009801
AFUB_100090	CADAFUBG00009905
AFUB_061880	CADAFUBG00006166
AFUB_091150	CADAFUBG00009027	CADAFUBG00009028
AFUB_078950	CADAFUBG00007833
AFUB_035750	CADAFUBG00003562
AFUB_037750	CADAFUBG00003762
AFUB_017920	CADAFUBG00001787
AFUB_031690	CADAFUBG00003164
AFUB_021860	CADAFUBG00002180
AFUB_065540	CADAFUBG00006504
AFUB_081620	CADAFUBG00008090
AFUB_037580	CADAFUBG00003745
AFUB_046430	CADAFUBG00004633
AFUB_019010	CADAFUBG00001895
AFUB_067740	CADAFUBG00006721
AFUB_032570	CADAFUBG00003252
AFUB_041940	CADAFUBG00004183
AFUB_022600	CADAFUBG00002254
AFUB_070760	CADAFUBG00007024
AFUB_048320	CADAFUBG00004822
AFUB_044170	CADAFUBG00004407
AFUB_033990	CADAFUBG00003385
AFUB_098190	CADAFUBG00009715
AFUB_085030	CADAFUBG00008433
AFUB_023630	CADAFUBG00002357
AFUB_010250	CADAFUBG00001030
AFUB_086890	CADAFUBG00008601
AFUB_016280	CADAFUBG00001633
AFUB_041530	CADAFUBG00004141
AFUB_011920	CADAFUBG00001197
AFUB_029430	CADAFUBG00002938
AFUB_098390	CADAFUBG00009735
AFUB_004820	CADAFUBG00000484
AFUB_047570	CADAFUBG00004747
AFUB_038900	CADAFUBG00003877
AFUB_063110	CADAFUBG00006259
AFUB_078730	CADAFUBG00007811
AFUB_077740	CADAFUBG00007714
AFUB_073500	CADAFUBG00007290
AFUB_043170	CADAFUBG00004307
AFUB_050350	CADAFUBG00005015
AFUB_053440	CADAFUBG00005324
AFUB_077540	CADAFUBG00007694
AFUB_099250	CADAFUBG00009821
AFUB_062310	CADAFUBG00006208
AFUB_022200	CADAFUBG00002214
AFUB_092350	CADAFUBG00009148
AFUB_002710	CADAFUBG00000271
AFUB_087220	CADAFUBG00008633	CADAFUBG00008634
AFUB_053800	CADAFUBG00005360
AFUB_067930	CADAFUBG00006740
AFUB_008030	CADAFUBG00000807
AFUB_018380	CADAFUBG00001832
AFUB_089510	CADAFUBG00008865
AFUB_013080	CADAFUBG00001313
AFUB_074240	CADAFUBG00007364
AFUB_073330	CADAFUBG00007273
AFUB_038520	CADAFUBG00003839
AFUB_058700	CADAFUBG00005849
AFUB_026430	CADAFUBG00002637
AFUB_064300	CADAFUBG00006379
AFUB_093330	CADAFUBG00009236
AFUB_091800	CADAFUBG00009093
AFUB_089960	CADAFUBG00008910
AFUB_089310	CADAFUBG00008845
AFUB_012670	CADAFUBG00001272
AFUB_057010	CADAFUBG00005680
AFUB_000610	CADAFUBG00000061
AFUB_051940	CADAFUBG00005174
AFUB_038070	CADAFUBG00003794
AFUB_052710	CADAFUBG00005251
AFUB_094900	CADAFUBG00009392
AFUB_001350	CADAFUBG00000135
AFUB_027650	CADAFUBG00002758
AFUB_059060	CADAFUBG00005886
AFUB_000760	CADAFUBG00000076
AFUB_094950	CADAFUBG00009397
AFUB_070910	CADAFUBG00007039
AFUB_094000	CADAFUBG00009303
AFUB_085850	CADAFUBG00008516
AFUB_054660	CADAFUBG00005446
AFUB_093620	CADAFUBG00009265
AFUB_057150	CADAFUBG00005694
AFUB_069610	CADAFUBG00006909
AFUB_076800	CADAFUBG00007620
AFUB_044700	CADAFUBG00004460
AFUB_051210	CADAFUBG00005101
AFUB_008720	CADAFUBG00000876
AFUB_061630	CADAFUBG00006141
AFUB_037820	CADAFUBG00003769
AFUB_004810	CADAFUBG00000483
AFUB_020270	CADAFUBG00002021
AFUB_001730	CADAFUBG00000173
AFUB_043380	CADAFUBG00004328
AFUB_005840	CADAFUBG00000586
AFUB_038050	CADAFUBG00003792
AFUB_078170	CADAFUBG00007755
AFUB_076750	CADAFUBG00007615
AFUB_038860	CADAFUBG00003873
AFUB_093450	CADAFUBG00009248
AFUB_006730	CADAFUBG00000676
AFUB_049290	CADAFUBG00004909
AFUB_002960	CADAFUBG00000296
AFUB_032870	CADAFUBG00003282
AFUB_068810	CADAFUBG00006829
AFUB_017760	CADAFUBG00001771
AFUB_032760	CADAFUBG00003271
AFUB_055390	CADAFUBG00005518
AFUB_009850	CADAFUBG00000990
AFUB_055740	CADAFUBG00005553
AFUB_097930	CADAFUBG00009698
AFUB_042940	CADAFUBG00004284
AFUB_061710	CADAFUBG00006149
AFUB_070320	CADAFUBG00006980
AFUB_039620	CADAFUBG00003949
AFUB_024770	CADAFUBG00002471
AFUB_097310	CADAFUBG00009633
AFUB_034560	CADAFUBG00003442
AFUB_015820	CADAFUBG00001587
AFUB_067770	CADAFUBG00006724
AFUB_035460	CADAFUBG00003533
AFUB_051680	CADAFUBG00005148
AFUB_091550	CADAFUBG00009068
AFUB_000510	CADAFUBG00000051
AFUB_005820	CADAFUBG00000584
AFUB_064430	CADAFUBG00006392
AFUB_090640	CADAFUBG00008978
AFUB_076710	CADAFUBG00007611
AFUB_088980	CADAFUBG00008812
AFUB_087030	CADAFUBG00008615
AFUB_025970	CADAFUBG00002591
AFUB_062100	CADAFUBG00006188
AFUB_075150	CADAFUBG00007455
AFUB_029250	CADAFUBG00002920
AFUB_068070	CADAFUBG00006755
AFUB_006010	CADAFUBG00000603
AFUB_060710	CADAFUBG00006051
AFUB_004650	CADAFUBG00000467
AFUB_025480	CADAFUBG00002542
AFUB_101020	CADAFUBG00009987
AFUB_091830	CADAFUBG00009096
AFUB_042590	CADAFUBG00004248
AFUB_008990	CADAFUBG00000903
AFUB_066290	CADAFUBG00006579
AFUB_022130	CADAFUBG00002208
AFUB_055660	CADAFUBG00005545
AFUB_017050	CADAFUBG00001709
AFUB_077170	CADAFUBG00007657
AFUB_042570	CADAFUBG00004246
AFUB_047430	CADAFUBG00004733
AFUB_083810	CADAFUBG00008310
AFUB_003440	CADAFUBG00000344
AFUB_064750	CADAFUBG00006425
AFUB_026780	CADAFUBG00002672
AFUB_068120	CADAFUBG00006760
AFUB_003690	CADAFUBG00000370
AFUB_011030	CADAFUBG00001108
AFUB_028040	CADAFUBG00002798
AFUB_012070	CADAFUBG00001212
AFUB_015400	CADAFUBG00001545
AFUB_029980	CADAFUBG00002993
AFUB_006000	CADAFUBG00000602
AFUB_019640	CADAFUBG00001958
AFUB_100310	CADAFUBG00009927
AFUB_053970	CADAFUBG00005377
AFUB_056200	CADAFUBG00005599
AFUB_065680	CADAFUBG00006518
AFUB_009190	CADAFUBG00000923
AFUB_010510	CADAFUBG00001056
AFUB_000620	CADAFUBG00000062
AFUB_057100	CADAFUBG00005689
AFUB_034490	CADAFUBG00003435
AFUB_039930	CADAFUBG00003980
AFUB_030450	CADAFUBG00003040
AFUB_078800	CADAFUBG00007818
AFUB_042500	CADAFUBG00004239
AFUB_083260	CADAFUBG00008255
AFUB_032370	CADAFUBG00003232
AFUB_051730	CADAFUBG00005153
AFUB_018270	CADAFUBG00001821
AFUB_037630	CADAFUBG00003750
AFUB_021720	CADAFUBG00002166
AFUB_057240	CADAFUBG00005703
AFUB_081500	CADAFUBG00008078
AFUB_098700	CADAFUBG00009766
AFUB_054590	CADAFUBG00005439
AFUB_016430	CADAFUBG00001648
AFUB_079020	CADAFUBG00007840
AFUB_065980	CADAFUBG00006548
AFUB_024280	CADAFUBG00002422
AFUB_035090	CADAFUBG00003495
AFUB_085830	CADAFUBG00008514
AFUB_095230	CADAFUBG00009425
AFUB_090340	CADAFUBG00008948
AFUB_012340	CADAFUBG00001239
AFUB_040330	CADAFUBG00004020
AFUB_050450	CADAFUBG00005025
AFUB_054460	CADAFUBG00005426
AFUB_101260	CADAFUBG00010011
AFUB_003790	CADAFUBG00000380
AFUB_020860	CADAFUBG00002080
AFUB_095080	CADAFUBG00009410
AFUB_087170	CADAFUBG00008629
AFUB_058420	CADAFUBG00005821
AFUB_094790	CADAFUBG00009382
AFUB_080740	CADAFUBG00008001
AFUB_003290	CADAFUBG00000329
AFUB_007730	CADAFUBG00000776
AFUB_094960	CADAFUBG00009398
AFUB_005880	CADAFUBG00000590
AFUB_062470	CADAFUBG00006224
AFUB_021110	CADAFUBG00002105
AFUB_032900	CADAFUBG00003285
AFUB_035910	CADAFUBG00003578
AFUB_005190	CADAFUBG00000521
AFUB_064840	CADAFUBG00006434
AFUB_022560	CADAFUBG00002250
AFUB_019040	CADAFUBG00001898
AFUB_087500	CADAFUBG00008663
AFUB_071330	CADAFUBG00007081
AFUB_063310	CADAFUBG00006279
AFUB_077000	CADAFUBG00007640
AFUB_097250	CADAFUBG00009627
AFUB_047970	CADAFUBG00004787
AFUB_020920	CADAFUBG00002086
AFUB_037480	CADAFUBG00003735
AFUB_081110	CADAFUBG00008038
AFUB_023770	CADAFUBG00002371
AFUB_027170	CADAFUBG00002710
AFUB_030500	CADAFUBG00003045
AFUB_032330	CADAFUBG00003228
AFUB_036190	CADAFUBG00003606
AFUB_008760	CADAFUBG00000880
AFUB_077090	CADAFUBG00007649
AFUB_010700	CADAFUBG00001075
AFUB_082400	CADAFUBG00008169
AFUB_030420	CADAFUBG00003037
AFUB_018300	CADAFUBG00001824
AFUB_006600	CADAFUBG00000663
AFUB_072620	CADAFUBG00007202
AFUB_001250	CADAFUBG00000125
AFUB_010890	CADAFUBG00001094
AFUB_019100	CADAFUBG00001904
AFUB_036200	CADAFUBG00003607
AFUB_001890	CADAFUBG00000189
AFUB_095740	CADAFUBG00009476
AFUB_078930	CADAFUBG00007831
AFUB_021920	CADAFUBG00002186
AFUB_009480	CADAFUBG00000953
AFUB_025210	CADAFUBG00002515
AFUB_037490	CADAFUBG00003736
AFUB_078280	CADAFUBG00007766
AFUB_001180	CADAFUBG00000118
AFUB_095710	CADAFUBG00009473
AFUB_005180	CADAFUBG00000520
AFUB_015470	CADAFUBG00001552
AFUB_088550	CADAFUBG00008769
AFUB_082820	CADAFUBG00008211
AFUB_018310	CADAFUBG00001825
AFUB_046310	CADAFUBG00004622
AFUB_041920	CADAFUBG00004181
AFUB_044590	CADAFUBG00004449
AFUB_023870	CADAFUBG00002381
AFUB_004330	CADAFUBG00000434
AFUB_015150	CADAFUBG00001520
AFUB_066640	CADAFUBG00006614
AFUB_048790	CADAFUBG00004859
AFUB_048910	CADAFUBG00004871
AFUB_040910	CADAFUBG00004078
AFUB_079530	CADAFUBG00007890
AFUB_022500	CADAFUBG00002244
AFUB_024780	CADAFUBG00002472
AFUB_041730	CADAFUBG00004162
